rank,person_seconds,cell_row,cell_col,x,y
1,4.099997520446777,38,17,1.375,9.625
2,1.5999995470046997,51,18,1.625,12.875
3,1.4999996423721313,50,19,1.875,12.625
4,1.2499998807907104,52,16,1.125,13.125
5,1.2499998807907104,53,14,0.625,13.375
6,0.9500001668930054,49,20,2.125,12.375
7,0.8000001311302185,46,23,2.875,11.625
8,0.8000001311302185,54,13,0.375,13.625
9,0.8000001311302185,39,17,1.375,9.875
10,0.8000001311302185,52,17,1.375,13.125
11,0.7000001072883606,52,15,0.875,13.125
12,0.7000001072883606,54,12,0.125,13.625
13,0.6500000953674316,53,15,0.875,13.375
14,0.6500000953674316,45,19,1.875,11.375
15,0.6500000953674316,48,21,2.375,12.125
16,0.6500000953674316,55,9,-0.625,13.875
17,0.6000000834465027,48,19,1.875,12.125
18,0.6000000834465027,55,11,-0.125,13.875
19,0.6000000834465027,45,26,3.625,11.375
20,0.6000000834465027,40,17,1.375,10.125
21,0.6000000834465027,53,13,0.375,13.375
22,0.6000000834465027,57,10,-0.375,14.375
23,0.5500000715255737,45,25,3.375,11.375
24,0.5500000715255737,51,17,1.375,12.875
25,0.5500000715255737,46,24,3.125,11.625
