rank,person_seconds,cell_row,cell_col,x,y
1,0.5500000715255737,56,5,-1.625,14.125
2,0.5500000715255737,59,2,-2.375,14.875
3,0.30000001192092896,56,8,-0.875,14.125
4,0.30000001192092896,58,4,-1.875,14.625
5,0.30000001192092896,58,3,-2.125,14.625
6,0.30000001192092896,55,7,-1.125,13.875
7,0.30000001192092896,55,6,-1.375,13.875
8,0.30000001192092896,53,14,0.625,13.375
9,0.25,55,10,-0.375,13.875
10,0.25,54,12,0.125,13.625
11,0.25,57,6,-1.375,14.375
12,0.25,57,5,-1.625,14.375
13,0.20000000298023224,56,7,-1.125,14.125
14,0.20000000298023224,55,9,-0.625,13.875
15,0.15000000596046448,53,13,0.375,13.375
16,0.15000000596046448,54,11,-0.125,13.625
17,0.10000000149011612,52,15,0.875,13.125
18,0.10000000149011612,55,11,-0.125,13.875
19,0.10000000149011612,53,15,0.875,13.375
20,0.10000000149011612,54,13,0.375,13.625
21,0.05000000074505806,56,9,-0.625,14.125
22,0.05000000074505806,56,6,-1.375,14.125
23,0.05000000074505806,58,5,-1.625,14.625
24,0.05000000074505806,59,3,-2.125,14.875
25,0.05000000074505806,57,7,-1.125,14.375
