t,n_agents,n_in_store,n_in_vestibule,n_in_street,flow_left_door_per_min,flow_top_door_per_min,flow_right_door_per_min,contacts_lt_1m,contacts_lt_covid,avg_speed,avg_speed_store,avg_speed_vestibule,queue_front_cashiers,density_store,density_vestibule
4.752000000000002,20,4,0,0,0.0,0.0,0.0,38,95,0.34422775832149327,1.1804548420704826,0.0,0,0.005632414545710564,0.0
4.785000000000002,20,4,0,0,0.0,0.0,0.0,38,94,0.3436850137043876,1.1744944781402156,0.0,0,0.005632414545710564,0.0
4.818000000000002,20,4,0,0,0.0,0.0,0.0,38,94,0.3419548162534101,1.1677545801279907,0.0,0,0.005632414545710564,0.0
4.851000000000003,20,4,0,0,0.0,0.0,0.0,38,93,0.3405732056870105,1.1614110170746452,0.0,0,0.005632414545710564,0.0
4.884000000000003,20,4,0,0,0.0,0.0,0.0,38,93,0.3410940758480486,1.154258160055961,0.0,0,0.005632414545710564,0.0
4.917000000000003,20,4,0,0,0.0,0.0,0.0,37,92,0.34279749864001435,1.1476738360889003,0.0,0,0.005632414545710564,0.0
4.950000000000004,20,4,0,0,0.0,0.0,0.0,36,92,0.3452353952261321,1.1444397840868656,0.0,0,0.005632414545710564,0.0
4.983000000000004,20,4,0,0,0.0,0.0,0.0,37,92,0.3487523725539462,1.1463282082789186,0.0,0,0.005632414545710564,0.0
5.0160000000000045,20,4,0,0,0.0,0.0,0.0,36,89,0.3533983587424715,1.1512847638779853,0.0,0,0.005632414545710564,0.0
5.049000000000005,20,4,0,0,0.0,0.0,0.0,36,87,0.35906978566250225,1.1594188332891626,0.0,0,0.005632414545710564,0.0
5.082000000000005,20,4,0,0,0.0,0.0,0.0,36,87,0.365219755156621,1.1676910059056356,0.0,0,0.005632414545710564,0.0
5.1150000000000055,20,5,0,0,0.0,0.0,0.0,36,86,0.37111994962883527,1.185989784283731,0.0,0,0.007040518182138205,0.0
5.148000000000006,20,5,0,0,0.0,0.0,0.0,36,86,0.3764172206269194,1.2083384106924862,0.0,0,0.007040518182138205,0.0
5.181000000000006,20,5,0,0,0.0,0.0,0.0,36,86,0.3807552461148208,1.2288076170109101,0.0,0,0.007040518182138205,0.0
5.214000000000007,20,5,0,0,0.0,0.0,0.0,36,85,0.38449214511881485,1.2484691564810455,0.0,0,0.007040518182138205,0.0
5.247000000000007,20,5,0,0,0.0,0.0,0.0,36,85,0.3872293997788788,1.2653543471796498,0.0,0,0.007040518182138205,0.0
5.280000000000007,20,5,0,0,0.0,0.0,0.0,35,85,0.38927627872831033,1.280302327233947,0.0,0,0.007040518182138205,0.0
5.313000000000008,20,5,0,0,0.0,0.0,0.0,34,84,0.39042859484752507,1.2920598987377911,0.0,0,0.007040518182138205,0.0
5.346000000000008,20,5,0,0,0.0,0.0,0.0,34,84,0.39087738079012957,1.3008617182750963,0.0,0,0.007040518182138205,0.0
5.379000000000008,20,5,0,0,0.0,0.0,0.0,34,82,0.39099424807171784,1.3073545752605458,0.0,0,0.007040518182138205,0.0
5.412000000000009,20,5,0,0,0.0,0.0,0.0,34,81,0.3913305120691082,1.3114873474795634,0.0,0,0.007040518182138205,0.0
5.445000000000009,20,5,0,0,0.0,0.0,0.0,33,80,0.39347963043904544,1.313756269702743,0.0,0,0.007040518182138205,0.0
5.4780000000000095,20,5,0,0,0.0,0.0,0.0,33,79,0.3962994493222912,1.3141696831347576,0.0,0,0.007040518182138205,0.0
5.51100000000001,20,5,0,0,0.0,0.0,0.0,32,78,0.39925908267559335,1.313042279775758,0.0,0,0.007040518182138205,0.0
5.54400000000001,20,5,0,0,0.0,0.0,0.0,32,78,0.4082295547580042,1.3146365978405679,0.0,0,0.007040518182138205,0.0
5.577000000000011,20,5,0,0,0.0,0.0,0.0,32,78,0.40061491231623314,1.265030660151893,0.0,0,0.007040518182138205,0.0
5.610000000000011,20,6,0,0,0.0,0.0,0.0,31,74,0.3957456545818712,1.1828399730308983,0.0,0,0.008448621818565845,0.0
5.643000000000011,20,6,0,0,0.0,0.0,0.0,31,73,0.3925709891907495,1.1652189374018669,0.0,0,0.008448621818565845,0.0
5.676000000000012,20,6,0,0,0.0,0.0,0.0,31,73,0.3911772743866758,1.1518204272753916,0.0,0,0.008448621818565845,0.0
5.709000000000012,20,6,0,0,0.0,0.0,0.0,29,72,0.3911611841509719,1.1413334631235006,0.0,0,0.008448621818565845,0.0
5.742000000000012,20,6,0,0,0.0,0.0,0.0,29,72,0.39101933116217696,1.131545150889007,0.0,0,0.008448621818565845,0.0
5.775000000000013,20,6,0,0,0.0,0.0,0.0,29,72,0.39000803504749226,1.1206664417413206,0.0,0,0.008448621818565845,0.0
5.808000000000013,20,6,0,0,0.0,0.0,0.0,29,72,0.38833256815406225,1.1094542256967694,0.0,0,0.008448621818565845,0.0
5.8410000000000135,20,6,0,0,0.0,0.0,0.0,29,71,0.38643146639427217,1.0992647892007368,0.0,0,0.008448621818565845,0.0
5.874000000000014,20,6,0,0,0.0,0.0,0.0,28,73,0.38386228418493856,1.0884073208127998,0.0,0,0.008448621818565845,0.0
5.907000000000014,20,6,0,0,0.0,0.0,0.0,27,74,0.3812463027817218,1.0786787118173382,0.0,0,0.008448621818565845,0.0
5.940000000000015,20,6,0,0,0.0,0.0,0.0,28,75,0.37847608850573555,1.0694799292103347,0.0,0,0.008448621818565845,0.0
5.973000000000015,20,6,0,0,0.0,0.0,0.0,28,74,0.37547620354891875,1.0604897846050607,0.0,0,0.008448621818565845,0.0
6.006000000000015,20,6,0,0,0.0,0.0,0.0,28,75,0.3719856186096825,1.05102158421546,0.0,0,0.008448621818565845,0.0
6.039000000000016,20,6,0,0,0.0,0.0,0.0,28,75,0.3680647768902761,1.0416361484160668,0.0,0,0.008448621818565845,0.0
6.072000000000016,20,6,0,0,0.0,0.0,0.0,28,75,0.36302863958536935,1.0303764567112583,0.0,0,0.008448621818565845,0.0
6.105000000000016,20,6,0,0,0.0,0.0,0.0,28,75,0.35696248364922556,1.0175920873522084,0.0,0,0.008448621818565845,0.0
6.138000000000017,20,6,0,0,0.0,0.0,0.0,28,75,0.3500045165441026,1.0031267452932204,0.0,0,0.008448621818565845,0.0
6.171000000000017,20,6,0,0,0.0,0.0,0.0,28,74,0.34403812301812187,0.9917104061003793,0.0,0,0.008448621818565845,0.0
6.2040000000000175,20,6,0,0,0.0,0.0,0.0,28,74,0.33977701029926805,0.9822770366481128,0.0,0,0.008448621818565845,0.0
6.237000000000018,20,6,0,0,0.0,0.0,0.0,27,73,0.3387100605620851,0.9758046183239354,0.0,0,0.008448621818565845,0.0
6.270000000000018,20,6,0,0,0.0,0.0,0.0,27,73,0.34058702084330805,0.9742818273670593,0.0,0,0.008448621818565845,0.0
6.303000000000019,20,6,0,0,0.0,0.0,0.0,27,74,0.34314264717241527,0.974261239377047,0.0,0,0.008448621818565845,0.0
6.336000000000019,20,6,0,0,0.0,0.0,0.0,28,74,0.34588561064800627,0.9754755515336383,0.0,0,0.008448621818565845,0.0
6.369000000000019,20,6,0,0,0.0,0.0,0.0,27,74,0.34820718254396443,0.9761671542747957,0.0,0,0.008448621818565845,0.0
6.40200000000002,20,6,0,0,0.0,0.0,0.0,26,73,0.34978931198217744,0.9751646044268871,0.0,0,0.008448621818565845,0.0
6.43500000000002,20,6,0,0,0.0,0.0,0.0,26,73,0.35071843502498246,0.9724854777096893,0.0,0,0.008448621818565845,0.0
6.46800000000002,20,6,0,0,0.0,0.0,0.0,26,73,0.3510559566128429,0.9679969942044088,0.0,0,0.008448621818565845,0.0
6.501000000000021,20,6,0,0,0.0,0.0,0.0,26,73,0.3508590538582194,0.9615325945003198,0.0,0,0.008448621818565845,0.0
6.534000000000021,20,6,0,0,0.0,0.0,0.0,26,73,0.3507053188270821,0.9546725712154505,0.0,0,0.008448621818565845,0.0
