rank,person_seconds,cell_row,cell_col,x,y
1,5.800004005432129,31,18,1.625,7.875
2,4.699999809265137,49,32,5.125,12.375
3,3.3499979972839355,39,18,1.625,9.875
4,2.049999237060547,50,19,1.875,12.625
5,1.8999992609024048,51,18,1.625,12.875
6,1.7999993562698364,53,13,0.375,13.375
7,1.7999993562698364,33,18,1.625,8.375
8,1.5999995470046997,53,14,0.625,13.375
9,1.2999998331069946,53,15,0.875,13.375
10,1.2999998331069946,52,17,1.375,13.125
11,1.2999998331069946,32,18,1.625,8.125
12,1.2999998331069946,53,12,0.125,13.375
13,1.2999998331069946,53,10,-0.375,13.375
14,1.2499998807907104,49,20,2.125,12.375
15,1.2499998807907104,53,8,-0.875,13.375
16,1.2499998807907104,53,9,-0.625,13.375
17,1.2499998807907104,53,11,-0.125,13.375
18,1.0000001192092896,58,10,-0.375,14.625
19,1.0000001192092896,54,6,-1.375,13.625
20,0.9500001668930054,56,10,-0.375,14.125
21,0.9000001549720764,53,16,1.125,13.375
22,0.9000001549720764,52,4,-1.875,13.125
23,0.9000001549720764,55,11,-0.125,13.875
24,0.8500001430511475,44,19,1.875,11.125
25,0.8500001430511475,59,9,-0.625,14.875
