rank,person_seconds,cell_row,cell_col,x,y
1,42.44963836669922,22,67,13.875,5.625
2,42.39963912963867,42,32,5.125,10.625
3,40.69966506958008,45,23,2.875,11.375
4,35.04975128173828,21,57,11.375,5.375
5,33.59977340698242,45,22,2.625,11.375
6,25.599895477294922,50,73,15.375,12.625
7,24.099918365478516,43,27,3.875,10.875
8,21.699954986572266,41,32,5.125,10.375
9,21.64995574951172,50,19,1.875,12.625
10,20.599971771240234,51,18,1.625,12.875
11,20.49997329711914,44,27,3.875,11.125
12,20.3499755859375,50,52,10.125,12.625
13,19.69998550415039,45,71,14.875,11.375
14,19.649986267089844,23,49,9.375,5.875
15,19.449989318847656,42,72,15.125,10.625
16,18.75,54,73,15.375,13.625
17,18.700000762939453,41,72,15.125,10.375
18,18.300006866455078,19,26,3.625,4.875
19,18.10000991821289,4,30,4.625,1.125
20,18.050010681152344,46,81,17.375,11.625
21,17.900012969970703,53,14,0.625,13.375
22,17.850013732910156,46,82,17.625,11.625
23,17.65001678466797,49,37,6.375,12.375
24,17.400020599365234,17,83,17.875,4.375
25,17.200023651123047,5,23,2.875,1.375
