rank,person_seconds,cell_row,cell_col,x,y
1,0.6000000834465027,53,9,-0.625,13.375
2,0.5500000715255737,53,15,0.875,13.375
3,0.5500000715255737,52,4,-1.875,13.125
4,0.4500000476837158,53,14,0.625,13.375
5,0.3500000238418579,58,6,-1.375,14.625
6,0.30000001192092896,50,19,1.875,12.625
7,0.30000001192092896,52,6,-1.375,13.125
8,0.30000001192092896,52,5,-1.625,13.125
9,0.30000001192092896,46,23,2.875,11.625
10,0.30000001192092896,59,5,-1.625,14.875
11,0.25,53,13,0.375,13.375
12,0.25,56,9,-0.625,14.125
13,0.25,52,7,-1.125,13.125
14,0.25,47,21,2.375,11.875
15,0.25,53,12,0.125,13.375
16,0.25,49,20,2.125,12.375
17,0.25,53,11,-0.125,13.375
18,0.25,53,10,-0.375,13.375
19,0.25,59,4,-1.875,14.875
20,0.25,52,8,-0.875,13.125
21,0.25,54,13,0.375,13.625
22,0.25,52,17,1.375,13.125
23,0.25,55,11,-0.125,13.875
24,0.25,57,8,-0.875,14.375
25,0.25,53,16,1.125,13.375
