rank,person_seconds,cell_row,cell_col,x,y
1,4.349998474121094,45,18,1.625,11.375
2,0.9000001549720764,51,18,1.625,12.875
3,0.8000001311302185,53,7,-1.125,13.375
4,0.7500001192092896,53,14,0.625,13.375
5,0.7000001072883606,53,8,-0.875,13.375
6,0.6000000834465027,52,16,1.125,13.125
7,0.6000000834465027,53,9,-0.625,13.375
8,0.6000000834465027,50,19,1.875,12.625
9,0.5500000715255737,52,17,1.375,13.125
10,0.5500000715255737,55,11,-0.125,13.875
11,0.5000000596046448,53,15,0.875,13.375
12,0.5000000596046448,54,12,0.125,13.625
13,0.4500000476837158,53,13,0.375,13.375
14,0.4500000476837158,57,10,-0.375,14.375
15,0.40000003576278687,58,6,-1.375,14.625
16,0.3500000238418579,53,10,-0.375,13.375
17,0.3500000238418579,52,15,0.875,13.125
18,0.3500000238418579,57,7,-1.125,14.375
19,0.3500000238418579,54,13,0.375,13.625
20,0.30000001192092896,56,9,-0.625,14.125
21,0.30000001192092896,45,26,3.625,11.375
22,0.30000001192092896,58,10,-0.375,14.625
23,0.30000001192092896,58,9,-0.625,14.625
24,0.30000001192092896,49,20,2.125,12.375
25,0.25,53,11,-0.125,13.375
