rank,person_seconds,cell_row,cell_col,x,y
1,98.70142364501953,38,18,1.625,9.625
2,93.50110626220703,38,19,1.875,9.625
3,71.69977569580078,23,67,13.875,5.875
4,66.04943084716797,22,67,13.875,5.625
5,45.34959411621094,23,41,7.375,5.875
6,44.69960403442383,14,43,7.875,3.625
7,43.04962921142578,25,67,13.875,6.375
8,39.949676513671875,21,67,13.875,5.375
9,37.49971389770508,50,73,15.375,12.625
10,29.849830627441406,14,59,11.875,3.625
11,28.749847412109375,15,32,5.125,3.875
12,28.099857330322266,30,18,1.625,7.625
13,27.649864196777344,14,35,5.875,3.625
14,27.349868774414062,22,75,15.875,5.625
15,27.24987030029297,49,73,15.375,12.375
16,26.799877166748047,14,34,5.625,3.625
17,24.399913787841797,10,56,11.125,2.625
18,23.649925231933594,39,17,1.375,9.875
19,22.24994659423828,45,71,14.875,11.375
20,22.149948120117188,18,72,15.125,4.625
21,22.09994888305664,35,15,0.875,8.875
22,22.049949645996094,20,56,11.125,5.125
23,22.049949645996094,4,83,17.875,1.125
24,21.699954986572266,32,15,0.875,8.125
25,21.099964141845703,17,72,15.125,4.375
