rank,person_seconds,cell_row,cell_col,x,y
1,15.800042152404785,48,52,10.125,12.125
2,15.300040245056152,50,63,12.875,12.625
3,14.80003833770752,8,17,1.375,2.125
4,13.700034141540527,39,17,1.375,9.875
5,12.350028991699219,51,18,1.625,12.875
6,12.100028038024902,35,15,0.875,8.875
7,11.60002613067627,24,66,13.625,6.125
8,11.45002555847168,50,19,1.875,12.625
9,9.800019264221191,7,17,1.375,1.875
10,9.800019264221191,49,63,12.875,12.375
11,9.750019073486328,49,52,10.125,12.375
12,9.600018501281738,53,14,0.625,13.375
13,9.550018310546875,51,63,12.875,12.875
14,9.500018119812012,39,65,13.375,9.875
15,9.250017166137695,23,49,9.375,5.875
16,9.200016975402832,19,42,7.625,4.875
17,9.200016975402832,9,66,13.625,2.375
18,8.950016021728516,43,27,3.875,10.875
19,8.900015830993652,31,73,15.375,7.875
20,8.850015640258789,45,18,1.625,11.375
21,8.7000150680542,42,50,9.625,10.625
22,8.450014114379883,6,33,5.375,1.625
23,8.350013732910156,23,50,9.625,5.875
24,8.25001335144043,21,16,1.125,5.375
25,8.25001335144043,47,69,14.375,11.875
