rank,person_seconds,cell_row,cell_col,x,y
1,3.249998092651367,8,18,1.625,2.125
2,1.699999451637268,10,17,1.375,2.625
3,1.6499994993209839,51,18,1.625,12.875
4,1.399999737739563,53,14,0.625,13.375
5,1.2999998331069946,52,16,1.125,13.125
6,1.2999998331069946,50,19,1.875,12.625
7,1.1999999284744263,52,17,1.375,13.125
8,1.0500000715255737,53,15,0.875,13.375
9,0.9000001549720764,53,13,0.375,13.375
10,0.8500001430511475,49,19,1.875,12.375
11,0.8000001311302185,9,18,1.625,2.375
12,0.7500001192092896,44,18,1.625,11.125
13,0.7500001192092896,48,19,1.875,12.125
14,0.7500001192092896,45,18,1.625,11.375
15,0.7500001192092896,47,19,1.875,11.875
16,0.7500001192092896,41,17,1.375,10.375
17,0.7000001072883606,42,17,1.375,10.625
18,0.7000001072883606,39,16,1.125,9.875
19,0.7000001072883606,43,18,1.625,10.875
20,0.6500000953674316,40,17,1.375,10.125
21,0.6500000953674316,53,12,0.125,13.375
22,0.6500000953674316,54,13,0.375,13.625
23,0.6500000953674316,45,25,3.375,11.375
24,0.6000000834465027,36,15,0.875,9.125
25,0.6000000834465027,53,11,-0.125,13.375
