rank,person_seconds,cell_row,cell_col,x,y
1,0.40000003576278687,59,3,-2.125,14.875
2,0.3500000238418579,58,4,-1.875,14.625
3,0.30000001192092896,56,8,-0.875,14.125
4,0.30000001192092896,57,6,-1.375,14.375
5,0.20000000298023224,58,5,-1.625,14.625
6,0.15000000596046448,56,9,-0.625,14.125
7,0.15000000596046448,57,7,-1.125,14.375
8,0.15000000596046448,58,3,-2.125,14.625
9,0.10000000149011612,55,9,-0.625,13.875
10,0.10000000149011612,56,7,-1.125,14.125
11,0.10000000149011612,57,5,-1.625,14.375
12,0.10000000149011612,55,10,-0.375,13.875
13,0.0,59,91,19.875,14.875
14,0.0,59,90,19.625,14.875
15,0.0,59,89,19.375,14.875
16,0.0,59,88,19.125,14.875
17,0.0,59,87,18.875,14.875
18,0.0,59,86,18.625,14.875
19,0.0,59,85,18.375,14.875
20,0.0,59,84,18.125,14.875
21,0.0,59,83,17.875,14.875
22,0.0,59,82,17.625,14.875
23,0.0,59,81,17.375,14.875
24,0.0,59,80,17.125,14.875
25,0.0,59,79,16.875,14.875
