rank,person_seconds,cell_row,cell_col,x,y
1,0.8500001430511475,51,18,1.625,12.875
2,0.7500001192092896,53,14,0.625,13.375
3,0.7500001192092896,53,13,0.375,13.375
4,0.7500001192092896,57,2,-2.375,14.375
5,0.7000001072883606,50,19,1.875,12.625
6,0.7000001072883606,52,16,1.125,13.125
7,0.7000001072883606,53,12,0.125,13.375
8,0.6000000834465027,52,17,1.375,13.125
9,0.5500000715255737,56,5,-1.625,14.125
10,0.5000000596046448,57,3,-2.125,14.375
11,0.5000000596046448,54,10,-0.375,13.625
12,0.5000000596046448,55,7,-1.125,13.875
13,0.4500000476837158,55,8,-0.875,13.875
14,0.40000003576278687,54,9,-0.625,13.625
15,0.40000003576278687,29,18,1.625,7.375
16,0.40000003576278687,52,15,0.875,13.125
17,0.40000003576278687,56,4,-1.875,14.125
18,0.40000003576278687,55,3,-2.125,13.875
19,0.40000003576278687,53,11,-0.125,13.375
20,0.3500000238418579,44,27,3.875,11.125
21,0.3500000238418579,54,11,-0.125,13.625
22,0.3500000238418579,58,6,-1.375,14.625
23,0.3500000238418579,30,18,1.625,7.625
24,0.30000001192092896,49,20,2.125,12.375
25,0.30000001192092896,54,8,-0.875,13.625
