rank,person_seconds,cell_row,cell_col,x,y
1,74.34993743896484,22,67,13.875,5.625
2,52.449485778808594,38,18,1.625,9.625
3,46.29957962036133,50,63,12.875,12.625
4,43.99961471557617,38,19,1.875,9.625
5,43.84961700439453,33,67,13.875,8.375
6,42.7496337890625,49,74,15.625,12.375
7,42.199642181396484,42,72,15.125,10.625
8,41.29965591430664,41,72,15.125,10.375
9,37.79970932006836,34,67,13.875,8.625
10,35.649742126464844,31,67,13.875,7.875
11,33.549774169921875,30,15,0.875,7.625
12,30.849815368652344,30,18,1.625,7.625
13,30.849815368652344,40,72,15.125,10.125
14,28.299854278564453,32,15,0.875,8.125
15,28.099857330322266,50,73,15.375,12.625
16,27.84986114501953,10,74,15.625,2.625
17,27.649864196777344,8,66,13.625,2.125
18,27.199871063232422,46,81,17.375,11.625
19,26.24988555908203,45,75,15.875,11.375
20,26.24988555908203,47,55,10.875,11.875
21,26.149887084960938,39,72,15.125,9.875
22,25.64989471435547,8,17,1.375,2.125
23,25.399898529052734,31,15,0.875,7.875
24,24.749908447265625,46,80,17.125,11.625
25,24.49991226196289,51,18,1.625,12.875
