rank,person_seconds,cell_row,cell_col,x,y
1,0.6500000953674316,57,5,-1.625,14.375
2,0.6000000834465027,59,2,-2.375,14.875
3,0.5000000596046448,56,7,-1.125,14.125
4,0.40000003576278687,57,6,-1.375,14.375
5,0.30000001192092896,58,4,-1.875,14.625
6,0.30000001192092896,58,3,-2.125,14.625
7,0.30000001192092896,55,10,-0.375,13.875
8,0.25,53,14,0.625,13.375
9,0.25,54,12,0.125,13.625
10,0.25,56,8,-0.875,14.125
11,0.25,56,6,-1.375,14.125
12,0.20000000298023224,54,11,-0.125,13.625
13,0.15000000596046448,53,13,0.375,13.375
14,0.15000000596046448,55,9,-0.625,13.875
15,0.10000000149011612,54,13,0.375,13.625
16,0.10000000149011612,56,9,-0.625,14.125
17,0.10000000149011612,57,7,-1.125,14.375
18,0.05000000074505806,55,11,-0.125,13.875
19,0.05000000074505806,59,3,-2.125,14.875
20,0.05000000074505806,53,15,0.875,13.375
21,0.0,59,91,19.875,14.875
22,0.0,59,90,19.625,14.875
23,0.0,59,89,19.375,14.875
24,0.0,59,88,19.125,14.875
25,0.0,59,87,18.875,14.875
