rank,person_seconds,cell_row,cell_col,x,y
1,4.199997901916504,39,18,1.625,9.875
2,2.2499990463256836,23,18,1.625,5.875
3,1.8999992609024048,16,17,1.375,4.125
4,1.3499997854232788,51,18,1.625,12.875
5,1.2499998807907104,52,17,1.375,13.125
6,1.149999976158142,53,14,0.625,13.375
7,1.149999976158142,53,13,0.375,13.375
8,1.0500000715255737,50,19,1.875,12.625
9,1.0500000715255737,53,15,0.875,13.375
10,1.0000001192092896,53,12,0.125,13.375
11,1.0000001192092896,53,11,-0.125,13.375
12,1.0000001192092896,53,10,-0.375,13.375
13,0.9500001668930054,15,17,1.375,3.875
14,0.8000001311302185,22,17,1.375,5.625
15,0.8000001311302185,53,9,-0.625,13.375
16,0.7500001192092896,42,18,1.625,10.625
17,0.7500001192092896,46,19,1.875,11.625
18,0.7500001192092896,48,19,1.875,12.125
19,0.7500001192092896,41,18,1.625,10.375
20,0.7500001192092896,49,19,1.875,12.375
21,0.7500001192092896,45,19,1.875,11.375
22,0.7500001192092896,44,19,1.875,11.125
23,0.7500001192092896,47,19,1.875,11.875
24,0.7000001072883606,40,18,1.625,10.125
25,0.7000001072883606,52,16,1.125,13.125
