agent_id,spawn_time,activated_at,exit_time,travel_time,distance,mean_speed,idle_time,queue_time,time_street,time_vestibule,time_store,time_queue
2836306436384,0.0,0.05,,,0.0,0.747928592273258,4.049999999999994,0.0,2.6499999999999986,2.1000000000000005,28.50000000000027,0.0
2836307034192,0.0,3.349999999999996,,,0.0,0.7995962199340141,3.949999999999994,0.0,2.3499999999999996,1.850000000000001,25.70000000000023,0.0
2836307034512,0.0,6.399999999999985,,,0.0,0.744728636418391,2.8999999999999977,0.0,1.7000000000000008,1.900000000000001,23.250000000000195,0.0
2836306480784,0.0,9.099999999999994,,,0.0,0.7499458589220569,2.1500000000000004,0.0,1.0000000000000002,1.950000000000001,21.250000000000167,0.0
2836306481392,0.0,11.60000000000003,,,0.0,0.7436282589415358,2.1000000000000005,0.0,2.3999999999999995,2.000000000000001,17.30000000000011,0.0
2836272080240,0.0,15.10000000000008,,,0.0,0.9569078023338178,0.5499999999999999,0.0,2.1500000000000004,1.900000000000001,14.150000000000066,0.0
2836306241984,0.0,18.100000000000122,,,0.0,0.9605321884816213,0.05,0.0,1.4000000000000006,2.0500000000000007,11.750000000000032,0.0
2836306242528,0.0,21.50000000000017,,,0.0,0.9777550594331271,0.05,0.0,2.25,2.000000000000001,7.549999999999981,0.0
2836306464080,0.0,24.30000000000021,,,0.0,0.9501089854885684,0.05,0.0,2.1000000000000005,1.850000000000001,5.04999999999999,0.0
2836306464848,0.0,27.70000000000026,,,0.0,0.9566500685791498,0.05,0.0,2.849999999999998,1.900000000000001,0.8500000000000002,0.0
2836306986000,0.0,30.350000000000296,,,0.0,0.8938326331616666,0.05,0.0,2.849999999999998,0.1,0.0,0.0
2836306986480,0.0,33.00000000000026,,,0.0,0.35644867612669867,0.05,0.0,0.25,0.0,0.0,0.0
