rank,person_seconds,cell_row,cell_col,x,y
1,27.999858856201172,47,66,13.625,11.875
2,20.599971771240234,47,65,13.375,11.875
3,19.899982452392578,47,68,14.125,11.875
4,17.30002212524414,31,42,7.625,7.875
5,13.050031661987305,50,19,1.875,12.625
6,13.000031471252441,33,74,15.625,8.375
7,12.850030899047852,9,50,9.625,2.375
8,12.750030517578125,51,18,1.625,12.875
9,12.250028610229492,45,49,9.375,11.375
10,12.150028228759766,12,42,7.625,3.125
11,11.90002727508545,43,19,1.875,10.875
12,11.30002498626709,8,50,9.625,2.125
13,11.050024032592773,30,17,1.375,7.625
14,10.650022506713867,38,17,1.375,9.625
15,10.600022315979004,20,42,7.625,5.125
16,10.55002212524414,21,57,11.375,5.375
17,10.40002155303955,53,14,0.625,13.375
18,10.250020980834961,24,66,13.625,6.125
19,9.950019836425781,10,41,7.375,2.625
20,9.850019454956055,52,17,1.375,13.125
21,9.800019264221191,45,48,9.125,11.375
22,9.600018501281738,8,26,3.625,2.125
23,9.550018310546875,34,50,9.625,8.625
24,9.500018119812012,50,63,12.875,12.625
25,9.500018119812012,44,73,15.375,11.125
