rank,person_seconds,cell_row,cell_col,x,y
1,2.899998426437378,42,27,3.875,10.625
2,1.100000023841858,51,18,1.625,12.875
3,1.100000023841858,50,19,1.875,12.625
4,0.9500001668930054,53,14,0.625,13.375
5,0.9000001549720764,55,11,-0.125,13.875
6,0.9000001549720764,43,27,3.875,10.875
7,0.8500001430511475,52,16,1.125,13.125
8,0.8000001311302185,54,12,0.125,13.625
9,0.7500001192092896,53,13,0.375,13.375
10,0.7500001192092896,45,26,3.625,11.375
11,0.7500001192092896,57,10,-0.375,14.375
12,0.7000001072883606,44,27,3.875,11.125
13,0.6500000953674316,45,25,3.375,11.375
14,0.5500000715255737,58,10,-0.375,14.625
15,0.5500000715255737,49,20,2.125,12.375
16,0.5500000715255737,51,17,1.375,12.875
17,0.5500000715255737,59,9,-0.625,14.875
18,0.5500000715255737,49,19,1.875,12.375
19,0.5500000715255737,46,23,2.875,11.625
20,0.5000000596046448,52,15,0.875,13.125
21,0.5000000596046448,52,4,-1.875,13.125
22,0.5000000596046448,47,21,2.375,11.875
23,0.5000000596046448,53,15,0.875,13.375
24,0.4500000476837158,33,27,3.875,8.375
25,0.4500000476837158,48,19,1.875,12.125
